Date,FTSE,SP,DAX,CAC,ASX,IBEX,MIB,TOPIX,ThreeAus,TenAus,EuroBund,TenCan,TenJap,LongGilt,TenUS,TwoUS,ThirtyUS,AUD,CAD,JPY,CHF,GBP,Cotton,Coffee,Cocoa,Corn,LiveCattle,Soybeans,Gold,Silver,Platinum,BrentCrude,GasOil,Gasoline,HeatingOil,LightCrude
16/01/1991,-0.001098118,0.012015337,-0.005015851,-0.005526601,0.008359499,0.000277155,0.001769974,-0.035619996,0.00011387,0.000285392,-0.003049713,0.001628429,NA,-0.005262247,0.000318827,-0.000694364,0.001659751,0.007173126,-0.001503889,-0.008318262,-0.002450214,-0.001907589,0.003686138,0.00673393,-0.017684671,0.016895861,0.008265876,0.012698497,0.010687436,0.003059631,0.004276673,0.068874432,0.075942661,0.064708873,0.078315676,0.062207662
17/01/1991,0.041134869,0.042612306,NA,0.109062579,-0.003531787,0.023776261,0.020870632,0.070845842,0.001931908,0.003419231,NA,0.009182487,0.01063179,0.025695858,0.012670426,0.000540103,0.024571261,-0.008974456,-0.008136706,0.035115101,0.017026592,0.016308373,0.020292026,0.013333667,0.018519048,0.006263068,0.009177343,0.011846914,-0.077327334,-0.047139389,-0.025451788,-0.385642373,-0.340259184,-0.309867388,-0.390942269,-0.400477453
18/01/1991,0.003150049,0.005706286,NA,0.004788255,0.00328809,0.009025198,0.007290084,0.016067423,0.000227089,0.001080327,NA,0.004291183,0,0.005129093,0.001258257,0.00077107,0.001293661,-0.00257895,0.001283028,-0.000925841,0.009977979,0.010382205,-0.001804349,-0.003870683,-0.004178861,0,0.000326131,0.003802859,0.001868434,-0.007437922,-0.005853437,-0.079197054,-0.093118588,-0.042523557,-0.007126715,-0.107747389
21/01/1991,-0.000178325,-0.002849073,-0.003278862,0.000953095,-0.002146333,0.005358098,0.008643355,-0.015432095,0.000113439,0.000624828,-0.001207274,-0.003753693,-0.002907268,0.001703868,-0.001573069,0.000231205,-0.004859883,0.000774368,-0.00011659,0.00119028,0.006389012,0.003402541,-0.003748095,-0.006112862,-0.002515725,-0.001041125,-0.001305364,-0.005536262,0.011661761,0.002490599,-0.006134235,0.041437422,0.069753039,0.029669695,0.067409518,0.101195976
22/01/1991,-0.013899655,-0.00935388,-0.01495409,-0.012017372,-0.004164729,-0.003108863,-0.00347686,0.003423824,-0.000113439,-0.000170385,-0.000725046,-0.001291134,-0.00072806,-0.002727584,-0.00126024,-0.000308285,-0.002276054,0.001160506,-0.000699686,-0.003044537,-0.010797338,-0.009411063,-0.004802334,-0.00558973,0.007528266,-0.003129893,-0.00130727,0.018222913,0.001579956,0.002965156,-0.004440187,0.077566038,0.062985898,0.065514607,0.039477811,0.126818505
23/01/1991,0.012918477,0.004687509,-0.00618823,-0.016031235,0.005533881,0.005517807,0.004359193,-0.014723972,0,-0.000113548,0.000725046,0.001935741,0.00083198,-0.002735044,0.001889764,0.000693508,0.003249922,0.003858476,0.001631885,0.001721643,0.007294648,0.007247127,-0.00234477,-0.001682961,-0.027885203,-0.00313972,0.00879059,-0.00170503,-0.003162573,-0.023828033,-0.014191576,0.002922436,0.06134252,-0.007106228,0.024386178,0.007285479
24/01/1991,0.005984298,0.016163617,0.009899949,0.023681435,-0.010202968,0.000639029,0.001639037,0.014084444,0.001247809,0.001305805,0.008899612,0.004928229,0.000831447,0.006143364,0.002514143,0.00092393,0.003886015,-0.008637944,-0.002098637,-0.001324153,-0.005403039,-0.000515879,-0.000391297,0.002803478,-0.016415055,0.005227403,0.01169236,-0.026631394,-0.014353975,-0.039389678,-0.031587311,-0.009284331,-0.060233258,-0.007955491,-0.004715321,-0.015085387
25/01/1991,0.002292884,0.003260277,0.00323938,-0.002127369,-0.000284961,-0.001002567,-0.002759054,0.013297835,0.000226581,0.001700515,-0.000119673,-0.000321335,0.001453331,-0.003066964,-0.004104189,-0.000926355,-0.007787191,-0.001036421,-0.003156272,-0.003185338,-0.005179024,-0.001239306,0.017843827,-0.00899897,-0.00087146,0.014056456,-0.000969109,0.001707942,0.006937239,0.008435408,0.015154128,-0.018330717,-0.017897569,0.001117586,-0.006465964,-0.016721268
28/01/1991,0.009199419,-0.003408889,0.001054276,0.003006588,0.011584948,0.0027311,0.001886858,-0.000705392,NA,NA,-0.00215776,-0.000534005,-0.000934008,-0.000682827,0.000948617,0,0.002277535,0.008004194,0.001637803,0.008604045,0.002403338,0.006283821,-0.001410717,-0.035071178,0.006950506,0.005964232,0.000646046,-0.001280683,0.002655338,0.006528316,-0.022687357,-0.006521463,-0.02746168,-0.0086539,-0.015837629,-0.018435846
29/01/1991,-0.004916843,-0.000148634,-0.000813863,-0.00319821,-0.002891792,0.003380879,0.00171934,0.000673908,NA,NA,0.003952359,0.000855341,0.002592421,-0.000683294,0.001894538,0.00030888,0.002272359,0.001028163,0.001868536,-0.003565185,-0.005193457,-0.003806803,0.016167423,0.003504712,-0.007822726,0.003956484,-0.0045321,-0.010736629,-0.001842705,0.006469758,0.009601608,0.029749648,0.012680285,0.042847947,0.031002399,0.041585021
30/01/1991,0.020880934,0.016349283,0.013775332,0.016178866,0.00827561,-0.000766672,-0.002047914,-0.007819523,0.000566318,0.000169854,0.004293816,-0.002461748,0.00051771,0.004433085,-0.001894538,0.000231598,-0.002272359,0.002053084,-0.000466807,0.006329183,0.001522869,0.00185376,0.003025979,-0.001750732,-0.021164811,-0.007928684,0.002915808,-0.001296176,-0.021305733,-0.010397965,-0.012212576,-0.042920788,0.034893805,0.001694785,-0.003413431,-0.041108298
31/01/1991,0.010719139,0.006987662,0.010838933,0.009086768,0.035148574,0.044134648,-0.033403218,0.00257717,0.00124453,0.000905459,0,-0.000427963,-0.0023835,0.005767616,0.000947718,0.000463034,0.001623641,-0.001667814,-0.00105113,0.000788522,0.007327827,0.00400472,-0.00428964,0,0.005333346,0.004962789,0.003229977,0.0038835,-0.008108153,0.006251794,0.010403215,0.022687989,0.001105583,0.050577213,0.014988927,0.026818457
01/02/1991,-0.002043,-0.003633462,0.01836229,0.008766661,0.007430131,0.009684114,0.007898965,-0.004427823,0.00022619,-0.000678974,0.002377611,0.006836173,-0.001349789,0.002365266,0.008489282,0.003004509,0.012574726,0.000513488,0.002683967,-0.003157335,0.002514502,0.00409083,0.005547895,-0.008800291,0.002656044,-0.001982161,-0.001936655,0.001291156,0.000542461,0.005438379,0.001551442,-0.012035762,0.017525093,-0.111509764,-0.013414483,-0.009328286
